Date,Direction,MktReturn,12m_cpi_forecast,12m_real_gdp_forecast_calculated,12m_unemployment_rate,wti_prev_yoy_chg,PE_ratio_shiller,corp_bond_yield_prev_month,MktReturn_prev_month,MktReturn_prev_yr
200205,Down,-1.24,2.447946,1.6588292,5.8,-4.159066,29.01,6.76,-6.1417626,-13.8091593
200206,Down,-7.08,2.5583982,4.1876449,5.4,-5.6564246,28.13,6.75,-0.9081481,-15.0244413
200207,Down,-8.03,2.5583982,4.1876449,5.4,-7.5362319,26.39,6.63,-7.2455354,-19.1574509
200208,Up,0.64,2.5583982,4.1876449,5.4,1.852552,23.46,6.53,-7.9004275,-24.7360113
200209,Down,-10.21,2.5583982,4.1876449,5.4,3.3127048,23.59,6.37,0.4881433,-19.1878789
200210,Up,7.98,2.5583982,4.1876449,5.4,14.6445131,22.37,6.15,-11.0024318,-21.6784757
200211,Up,6.08,2.5583982,4.1876449,5.4,29.896443,21.96,6.32,8.6448801,-16.4203905
200212,Down,-5.65,2.4544953,3.6988887,5.5,33.553635,23.35,6.31,5.7069621,-17.8278961
200301,Down,-2.47,2.4544953,3.6988887,5.5,52.1986549,23.1,6.21,-6.0332573,-23.365964
200302,Down,-1.79,2.4544953,3.6988887,5.5,67.4631418,22.9,6.17,-2.7414693,-24.2877323
200303,Up,1.19,2.4544953,3.6988887,5.5,72.9508197,21.21,5.95,-1.7003609,-23.9968159
200304,Up,8.32,2.4544953,3.6988887,5.5,37.3873874,21.31,5.89,0.8357569,-26.0774469
200305,Up,6.14,2.4544953,3.6988887,5.5,7.5371146,22.43,5.74,8.1044107,-14.8571904
200306,Up,1.52,2.0402612,4.5807882,5.7,4.1450777,23.59,5.22,5.089871,-9.7035053
200307,Up,2.42,2.0402612,4.5807882,5.7,20.3761755,24.83,4.97,1.1322215,-1.5477569
200308,Up,2.41,2.0402612,4.5807882,5.7,14.1796585,24.87,5.49,1.6223702,8.6318865
200309,Down,-1.16,2.0402612,4.5807882,5.7,11.3107822,24.64,5.88,1.7873203,10.0363512
200310,Up,6.15,2.0402612,4.5807882,5.7,-4.6511628,25.24,5.72,-1.1944365,22.16293
200311,Up,1.42,2.0402612,4.5807882,5.7,5.1299827,25.68,5.7,5.4961486,18.6224202
200312,Up,4.37,2.3783784,5.0488756,5.5,18.3479254,25.95,5.65,0.7128504,13.0181193
200401,Up,2.22,2.3783784,5.0488756,5.5,9.2794018,26.64,5.62,5.0765541,26.3804
200402,Up,1.46,2.3783784,5.0488756,5.5,4.0376442,27.66,5.54,1.7276387,32.1876813
200403,Down,-1.23,2.3783784,5.0488756,5.5,-3.1502648,27.65,5.5,1.2208973,36.1160207
200404,Down,-1.75,2.3783784,5.0488756,5.5,9.5678092,26.89,5.33,-1.6358919,32.7795952
200405,Up,1.23,2.3783784,5.0488756,5.5,29.8761062,26.9,5.73,-1.6790752,20.7629967
200406,Up,1.94,2.4468085,5.0488675,5.2,43.1414357,25.9,6.04,1.208345,16.3025792
200407,Down,-3.96,2.4468085,5.0488675,5.2,23.7630208,26.4,6.01,1.7988999,17.0692628
200408,Up,0.19,2.4468085,5.0488675,5.2,32.2821847,25.7,5.82,-3.4290519,11.2500099
200409,Up,1.71,2.4468085,5.0488675,5.2,42.2602089,25.17,5.65,0.228735,9.5465302
200410,Up,1.54,2.4468085,5.0488675,5.2,62.4248851,25.67,5.46,0.9363876,11.9089921
200411,Up,4.69,2.4468085,5.0488675,5.2,75.1730959,25.41,5.47,1.4014244,7.5653599
200412,Up,3.59,2.2367732,4.9907441,5.2,55.8700547,26.47,5.52,3.8594936,10.926101
200501,Down,-2.6,2.2367732,4.9907441,5.2,34.7744946,27.14,5.47,3.2458213,8.9934524
200502,Up,2.05,2.2367732,4.9907441,5.2,36.6793114,26.59,5.36,-2.5290467,4.4327367
200503,Down,-1.76,2.2367732,4.9907441,5.2,38.0829016,26.74,5.2,1.8903346,5.1234159
200504,Down,-2.4,2.2367732,4.9907441,5.2,47.742111,26.34,5.4,-1.9117656,4.828585
200505,Up,3.89,2.2367732,4.9907441,5.2,44.5625511,25.41,5.33,-2.0108582,4.4748419
200506,Up,0.8,2.523172,4.678844,5.1,23.7090367,25.65,5.15,2.9952046,6.3193724
200507,Up,4.16,2.523172,4.678844,5.1,47.9747501,26.07,4.96,-0.0142714,4.4256856
200508,Down,-0.92,2.523172,4.678844,5.1,44.2614893,26.29,5.06,3.5968287,12.0230264
200509,Up,0.78,2.523172,4.678844,5.1,44.5705385,26.1,5.09,-1.1222105,10.5131101
200510,Down,-1.75,2.523172,4.678844,5.1,42.6985854,25.73,5.13,0.6949025,10.2487132
200511,Up,3.92,2.523172,4.678844,5.1,17.3913043,24.88,5.35,-1.774078,6.7961478
200512,Up,0.07,2.1518351,5.0896976,4.9,20.3054065,25.93,5.42,3.5186096,6.4456252
200601,Up,3.39,2.1518351,5.0896976,4.9,37.1567044,26.44,5.37,-0.0952349,3.0010226
200602,Up,0.04,2.1518351,5.0896976,4.9,39.8590948,26.47,5.29,2.5466771,8.3647205
200603,Up,1.83,2.1518351,5.0896976,4.9,28.4761309,26.25,5.35,0.0453158,6.4024642
200604,Up,1.09,2.1518351,5.0896976,4.9,15.8166084,26.33,5.53,1.109581,9.6799085
200605,Down,-3.14,2.1518351,5.0896976,4.9,31.3914027,26.15,5.84,1.2155653,13.2912661
200606,Up,0.05,2.7661692,4.0213033,4.9,42.3640377,25.65,5.95,-3.0916916,6.5958847
200607,Down,-0.38,2.7661692,4.0213033,4.9,26.1286882,24.75,5.89,8.66E-03,6.6203317
200608,Up,2.45,2.7661692,4.0213033,4.9,26.7632027,24.7,5.85,0.5085879,3.4419597
200609,Up,2.25,2.7661692,4.0213033,4.9,12.4365092,25.05,5.68,2.1274193,6.8415915
200610,Up,3.64,2.7661692,4.0213033,4.9,-2.5926491,25.64,5.51,2.4566299,8.7108594
200611,Up,2.13,2.7661692,4.0213033,4.9,-5.5956389,26.54,5.51,3.1508003,14.1614344
200612,Up,1.27,3.1631135,3.3117931,4.9,1.8353345,26.93,5.33,1.6466657,12.0970346
200701,Up,1.84,3.1631135,3.3117931,4.9,4.3748948,27.28,5.32,1.2615783,13.6194318
200702,Down,-1.58,3.1631135,3.3117931,4.9,-16.6997405,27.21,5.4,1.4059043,12.3554809
200703,Up,1.11,3.1631135,3.3117931,4.9,-3.8455298,27.32,5.39,-2.1846176,9.8511634
200704,Up,3.93,3.1631135,3.3117931,4.9,-3.7201908,26.23,5.3,0.9979983,9.7299335
200705,Up,3.65,3.1631135,3.3117931,4.9,-8.2077773,26.98,5.47,4.3290691,13.1053488
200706,Down,-1.56,2.7912621,3.5574901,4.8,-10.5441218,27.55,5.47,3.2549229,20.5127224
200707,Down,-3.33,2.7912621,3.5574901,4.8,-4.9041714,27.42,5.79,-1.7816322,18.3553798
200708,Up,1.34,2.7912621,3.5574901,4.8,-0.3090982,27.41,5.73,-3.1981878,13.990411
200709,Up,3.54,2.7912621,3.5574901,4.8,-0.9034908,26.15,5.79,1.2863572,13.0516521
200710,Up,2.12,2.7912621,3.5574901,4.8,25.1448254,26.73,5.74,3.5794008,14.2905287
200711,Down,-4.49,2.7912621,3.5574901,4.8,46.3994565,27.32,5.66,1.4822338,12.4417661
200712,Down,-0.6,3.2312111,2.449029,4.93,59.3734209,25.73,5.44,-4.4043417,5.7481283
200801,Down,-6.15,3.2312111,2.449029,4.93,47.880058,25.96,5.49,-0.8628509,3.529573
200802,Down,-2.96,3.2312111,2.449029,4.93,70.3316841,24.02,5.33,-6.1163432,-4.1502073
200803,Down,-0.76,3.2312111,2.449029,4.93,60.9011137,23.5,5.53,-3.4761193,-5.4157564
200804,Up,4.78,3.2312111,2.449029,4.93,74.3064729,22.61,5.51,-0.5959624,-6.9084945
200805,Up,2.04,3.2312111,2.449029,4.93,75.9731124,23.36,5.55,4.7546698,-6.5287364
200806,Down,-8.27,3.27562,1.7796488,5.5,97.5890325,23.7,5.57,1.0674182,-8.5089696
200807,Down,-0.62,3.27562,1.7796488,5.5,98.4736218,22.42,5.68,-8.5962385,-14.8568184
200808,Up,1.66,3.27562,1.7796488,5.5,79.8867619,20.91,5.67,-0.9859371,-12.9110071
200809,Down,-9.09,3.27562,1.7796488,5.5,61.0857853,21.4,5.64,1.2190465,-12.9688828
200810,Down,-17.15,3.27562,1.7796488,5.5,29.9887401,20.36,5.65,-9.0791434,-23.6050444
200811,Down,-7.83,3.27562,1.7796488,5.5,-11.0788863,16.39,6.28,-16.9424524,-37.4749902
200812,Up,1.74,1.0982926,0.674155,7.8,-39.2940182,15.26,6.12,-7.4849043,-39.4898537
200901,Down,-8.12,1.0982926,0.674155,7.8,-55.2818053,15.38,5.05,0.7821577,-38.485793
200902,Down,-10.09,1.0982926,0.674155,7.8,-55.0941366,15.17,5.05,-8.5657343,-40.0906768
200903,Up,8.97,1.0982926,0.674155,7.8,-58.9302569,14.12,5.27,-10.9931198,-44.7562415
200904,Up,10.2,1.0982926,0.674155,7.8,-54.547177,13.32,5.5,8.5404462,-39.6786857
200905,Up,5.21,1.0982926,0.674155,7.8,-55.7697433,14.98,5.39,9.392508,-37.0080601
200906,Up,0.44,2.0216267,1.127249,9.8,-52.8192041,16,5.54,5.3081446,-34.3649572
200907,Up,7.73,2.0216267,1.127249,9.8,-47.9728216,16.38,5.61,0.0195827,-28.1781245
200908,Up,3.34,2.0216267,1.127249,9.8,-51.9709233,16.69,5.41,7.4141727,-22.084933
200909,Up,4.09,2.0216267,1.127249,9.8,-39.06183,18.09,5.26,3.3560189,-20.4399624
200910,Down,-2.59,2.0216267,1.127249,9.8,-33.147257,18.83,5.13,3.5723346,-9.3693225
200911,Up,5.56,2.0216267,1.127249,9.8,-1.0828441,19.36,5.15,-1.9762001,6.9615423
200912,Up,2.76,2.1256932,3.0601265,9.9,35.9331476,19.81,5.19,5.7364062,22.247391
201001,Down,-3.36,2.1256932,3.0601265,9.9,81.1311555,20.32,5.26,1.7770571,23.4541905
201002,Up,3.4,2.1256932,3.0601265,9.9,87.3981792,20.53,5.26,-3.6974246,30.0273634
201003,Up,6.32,2.1256932,3.0601265,9.9,95.1481103,19.92,5.35,2.8513689,50.2523432
201004,Up,2.01,2.1256932,3.0601265,9.9,69.3205502,21,5.27,5.8796426,46.5689976
201005,Down,-7.88,2.1256932,3.0601265,9.9,69.672625,21.8,5.29,1.475923,35.9620013
201006,Down,-5.55,1.8382353,3.7609538,9.1,24.8140636,20.48,4.96,-8.1975842,18.5249272
201007,Up,6.94,1.8382353,3.7609538,9.1,8.1371986,19.74,4.88,-5.3882442,12.1165593
201008,Down,-4.76,1.8382353,3.7609538,9.1,19.1605555,19.67,4.72,6.877785,11.5566896
201009,Up,9.55,1.8382353,3.7609538,9.1,8.1058261,19.77,4.49,-4.7449184,2.8129922
201010,Up,3.89,1.8382353,3.7609538,9.1,8.4221134,20.38,4.53,8.7551103,7.9577703
201011,Up,0.61,1.8382353,3.7609538,9.1,8.0189924,21.24,4.68,3.6855994,14.1933504
201012,Up,6.83,1.8090452,3.1637318,9.2,7.7612705,21.7,4.87,-0.229025,7.7507958
201101,Up,2,1.8090452,3.1637318,9.2,19.8384926,22.4,5.02,6.530004,12.7827138
201102,Up,3.5,1.8090452,3.1637318,9.2,14.3185886,22.98,5.04,2.2645574,19.7649623
201103,Up,0.46,1.8090452,3.1637318,9.2,17.2206229,23.49,5.22,3.1956564,20.1658669
201104,Up,2.9,1.8090452,3.1637318,9.2,26.7109798,22.9,5.13,-0.1047313,13.3740279
201105,Down,-1.27,1.8090452,3.1637318,9.2,30.2556818,23.14,5.16,2.849538,14.9087001
201106,Down,-1.75,2.228164,4.029766,8.29,37.2291441,23.06,4.96,-1.3500953,23.4796733
201107,Down,-2.36,2.228164,4.029766,8.29,27.7903119,22.1,4.99,-1.8257461,28.12916
201108,Down,-5.98,2.228164,4.029766,8.29,27.2620139,22.61,4.93,-2.1474426,17.3093734
201109,Down,-7.59,2.228164,4.029766,8.29,12.3795886,20.05,4.37,-5.6791107,16.1588886
201110,Up,11.35,2.228164,4.029766,8.29,13.6768025,19.7,4.09,-7.1761988,-0.8569845
201111,Down,-0.28,2.228164,4.029766,8.29,5.5067155,20.16,3.98,10.7723039,5.9192433
201112,Up,0.74,2.3108132,2.7185974,8.7,15.5336344,20.35,3.87,-0.5058715,5.6253364
201201,Up,5.05,2.3108132,2.7185974,8.7,10.7030548,20.52,3.93,0.8532764,-3.18E-03
201202,Up,4.42,2.3108132,2.7185974,8.7,12.1002013,21.21,3.85,4.3583062,2.0441358
201203,Up,3.11,2.3108132,2.7185974,8.7,14.1437821,21.8,3.85,4.0589464,2.8977927
201204,Down,-0.85,2.3108132,2.7185974,8.7,3.1571789,22.05,3.99,3.1332315,6.233078
201205,Down,-6.18,2.3108132,2.7185974,8.7,-6.0977826,21.78,3.96,-0.7497453,2.5153856
201206,Up,3.89,2.2995026,3.0206413,7.8,-6.5429784,20.94,3.8,-6.2650726,-2.5921793
201207,Up,0.79,2.2995026,3.0206413,7.8,-14.4147887,20.55,3.64,3.9554982,3.1439316
201208,Up,2.56,2.2995026,3.0206413,7.8,-9.5277292,21,3.4,1.2597574,6.7353759
201209,Up,2.74,2.2995026,3.0206413,7.8,9.0698483,21.41,3.48,1.976337,15.3984313
201210,Down,-1.75,2.2995026,3.0206413,7.8,10.6412802,21.78,3.49,2.4236154,27.332908
201211,Up,0.79,2.2995026,3.0206413,7.8,3.6569841,21.58,3.47,-1.978941,12.6753354
201212,Up,1.19,2.2092772,2.7312325,7.7,-10.8527929,20.9,3.5,0.2846717,13.5706116
201301,Up,5.57,2.2092772,2.7312325,7.7,-10.469717,21.24,3.65,0.706823,13.4056909
201302,Up,1.29,2.2092772,2.7312325,7.7,-5.5367119,21.9,3.8,5.0428097,14.1495376
201303,Up,4.03,2.2092772,2.7312325,7.7,-6.7775061,22.05,3.9,1.1060649,10.9103153
201304,Up,1.55,2.2092772,2.7312325,7.7,-12.3740465,22.42,3.93,3.5987724,11.4109618
201305,Up,2.8,2.2092772,2.7312325,7.7,-10.8971257,22.6,3.73,1.8085768,14.282744
201306,Down,-1.2,2.5832649,2.6322227,7.2,0.1055966,23.41,3.89,2.0762812,24.4526222
201307,Up,5.65,2.5832649,2.6322227,7.2,16.2480282,22.93,4.27,-1.4999302,17.9215356
201308,Down,-2.71,2.5832649,2.6322227,7.2,18.9696349,23.49,4.34,4.946208,22.2145728
201309,Up,3.77,2.5832649,2.6322227,7.2,13.1796941,23.36,4.54,-3.1298019,16.095069
201310,Up,4.18,2.5832649,2.6322227,7.2,12.2149493,23.44,4.64,2.9749523,16.7199982
201311,Up,3.12,2.5832649,2.6322227,7.2,12.2474043,23.83,4.53,4.4595753,24.3867548
201312,Up,2.81,2.241136,3.0941431,6.7,8.3083314,24.64,4.63,2.8049472,27.5127449
201401,Down,-3.32,2.241136,3.0941431,6.7,10.6288952,24.86,4.62,2.3562792,29.6012496
201402,Up,4.65,2.241136,3.0941431,6.7,-0.0739254,24.86,4.49,-3.5582906,18.9892587
201403,Up,0.43,2.241136,3.0941431,6.7,5.7700378,24.59,4.45,4.311703,22.7618959
201404,Down,-0.19,2.241136,3.0941431,6.7,8.3288555,24.96,4.38,0.6932166,19.3188866
201405,Up,2.06,2.241136,3.0941431,6.7,10.8613012,24.79,4.24,0.6200789,17.925976
201406,Up,2.61,2.3407407,3.838004,5.9,7.7848101,24.94,4.16,2.103028,17.9568759
201407,Down,-2.04,2.3407407,3.838004,5.9,10.4279749,25.56,4.25,1.9058332,22.0353827
201408,Up,4.24,2.3407407,3.838004,5.9,-0.9750502,25.82,4.16,-1.5079831,14.5302075
201409,Down,-1.97,2.3407407,3.838004,5.9,-9.4116543,25.62,4.08,3.7655295,22.6825986
201410,Up,2.52,2.3407407,3.838004,5.9,-12.3059554,25.92,4.11,-1.5513837,17.2899992
201411,Up,2.55,2.3407407,3.838004,5.9,-16.0533121,25.16,3.92,2.3201461,14.887791
201412,Down,-0.06,2.0282781,3.7455851,5.4,-19.2520776,26.61,3.92,2.4533589,14.4948799
201501,Down,-3.11,2.0282781,3.7455851,5.4,-39.270716,26.79,3.79,-0.4188588,11.3906338
201502,Up,6.13,2.0282781,3.7455851,5.4,-50.0951173,26.49,3.46,-3.1040806,11.9152485
201503,Down,-1.12,2.0282781,3.7455851,5.4,-49.8313827,27,3.61,5.4892511,13.1786311
201504,Up,0.59,2.0282781,3.7455851,5.4,-52.5595238,26.73,3.64,-1.7396107,10.4441464
201505,Up,1.36,2.0282781,3.7455851,5.4,-46.6542569,26.79,3.52,0.852082,10.6988011
201506,Down,-1.53,2.4451225,3.2412129,5,-41.9945195,26.81,3.98,1.0491382,9.5561873
201507,Up,1.54,2.4451225,3.2412129,5,-43.4540127,26.5,4.19,-2.1011672,5.2483702
201508,Down,-6.04,2.4451225,3.2412129,5,-50.863983,26.38,4.15,1.974203,8.9694272
201509,Down,-3.08,2.4451225,3.2412129,5,-55.5935364,25.69,4.04,-6.2580818,-1.5568737
201510,Up,7.75,2.4451225,3.2412129,5,-51.206952,24.5,4.07,-2.6442832,-2.6497122
201511,Up,0.56,2.4451225,3.2412129,5,-45.2369668,25.49,3.95,8.2983118,3.0380841
201512,Down,-2.16,2.310536,3.2849793,4.6,-44.0031666,26.23,4.06,0.0504869,0.6214984
201601,Down,-5.76,2.310536,3.2849793,4.6,-37.2744139,25.97,3.97,-1.7530185,-0.7265997
201602,Down,-0.05,2.310536,3.2849793,4.6,-32.909784,24.21,4,-5.0735322,-2.7443747
201603,Up,6.98,2.310536,3.2849793,4.6,-40.0553578,24,3.96,-0.412836,-8.1857933
201604,Up,0.93,2.310536,3.2849793,4.6,-21.4763697,25.37,3.82,6.5991115,-0.3941169
201605,Up,1.79,2.310536,3.2849793,4.6,-25.1606979,25.92,3.62,0.2699398,-0.9690656
201606,Down,-0.03,2.3902214,2.9413447,4.69,-21.1911591,25.69,3.65,1.5324602,-0.4953968
201607,Up,3.97,2.3902214,2.9413447,4.69,-18.4887997,25.84,3.5,0.0910921,1.7328207
201608,Up,0.52,2.3902214,2.9413447,4.69,-12.2789784,26.69,3.28,3.5609801,3.3158418
201609,Up,0.27,2.3902214,2.9413447,4.69,4.3153721,26.95,3.32,-0.1219243,10.0786891
201610,Down,-2,2.3902214,2.9413447,4.69,-0.6596306,26.73,3.41,-0.1234451,12.928964
201611,Up,4.87,2.3902214,2.9413447,4.69,7.7022934,26.53,3.51,-1.9425679,2.2502016
201612,Up,1.85,2.6626974,2.7206023,4.6,7.5871819,26.85,3.86,3.4174522,5.6911932
201701,Up,1.98,2.6626974,2.7206023,4.6,39.7418661,27.87,4.06,1.8200762,9.5350227
201702,Up,3.61,2.6626974,2.7206023,4.6,65.719697,28.06,3.92,1.7884358,17.4530021
201703,Up,0.2,2.6626974,2.7206023,4.6,76.3522427,28.66,3.95,3.719816,22.3270479
201704,Up,1.14,2.6626974,2.7206023,4.6,31.3715047,29.09,4.01,-0.0389197,14.7096227
201705,Up,1.12,2.6626974,2.7206023,4.6,25.3006135,28.9,3.87,0.9091209,15.4408509
201706,Up,0.84,2.6417104,3.2960083,4.2,3.7893385,29.31,3.85,1.1576251,15.0146692
201707,Up,1.94,2.6417104,3.2960083,4.2,-7.3420837,29.75,3.68,0.4813775,15.4631461
201708,Up,0.25,2.6417104,3.2960083,4.2,4.4344905,30,3.7,1.9348826,13.6501628
201709,Up,2.6,2.6417104,3.2960083,4.2,7.4239714,29.91,3.63,0.0546433,13.8510771
201710,Up,2.34,2.6417104,3.2960083,4.2,10.270031,30.17,3.63,1.9302979,16.1921755
201711,Up,3.2,2.6417104,3.2960083,4.2,3.61591,30.92,3.6,2.2188135,21.1231629
201712,Up,1.15,2.595296,3.4152192,3.9,24.0473062,31.3,3.57,0.3720043,17.5563154
201801,Up,5.69,2.595296,3.4152192,3.9,11.3719454,32.09,3.51,3.4342557,19.4199655
201802,Down,-3.54,2.595296,3.4152192,3.9,21.3333333,33.31,3.55,5.6178704,23.9127249
201803,Down,-2.23,2.595296,3.4152192,3.9,16.3830185,32.04,3.82,-3.8947372,14.8157165
201804,Up,0.43,2.595296,3.4152192,3.9,27.1639976,31.81,3.87,-2.6884499,11.772455
201805,Up,2.79,2.595296,3.4152192,3.9,29.7493145,30.97,3.85,0.2718775,11.0666095
201806,Up,0.62,2.5798968,3.8498087,3.6,44.3481848,31.24,4,2.1608342,12.1680888
201807,Up,3.35,2.5798968,3.8498087,3.6,50.2213369,31.63,3.96,0.4842436,12.1712882
201808,Up,3.6,2.5798968,3.8498087,3.6,52.2196011,31.89,3.87,3.6021556,14.0059905
201809,Up,0.21,2.5798968,3.8498087,3.6,41.6736053,32.5,3.88,3.0263211,17.392031
